EMOTION100_001	0	えっ嘘でしょ。	エッウソデショ。
EMOTION100_002	0	シュヴァイツァーは見習うべき人間です。	シュヴァイツァーワミナラウベキニンゲンデス。
EMOTION100_003	0	デーヴィスさんはとても疲れているように見える。	デーヴィスサンワトテモツカレテイルヨーニミエル。
EMOTION100_004	0	スティーヴはジェーンから手紙をもらった。	スティーヴワジェーンカラテガミヲモラッタ。
EMOTION100_005	0	彼女はモーツァルトやベートーヴェンといった、古典派の作曲家が好きだ。	カノジョワモーツァルトヤベートーヴェントイッタ、コテンハノサッキョクカガスキダ。
EMOTION100_006	0	ストラットフォード・オン・エイヴォンは、シェイクスピアの生まれたところですが、毎年多くの観光客が訪れます。	ストラットフォードオンエイヴォンワ、シェイクスピアノウマレタトコロデスガ、マイトシオオクノカンコーキャクガオトズレマス。
EMOTION100_007	0	彼はピューマを慣らすのに、大いに骨を折った。	カレワピューマヲナラスノニ、オオイニホネヲオッタ。
EMOTION100_008	0	彼が解雇されるとは妙な話だ。	カレガカイコサレルトワミョーナハナシダ。
EMOTION100_009	0	クリスはヴァンパイア・ナイトを倒した。	クリスワヴァンパイアナイトヲタオシタ。
EMOTION100_010	0	彼のあだ名は言い得て妙だよね。	カレノアダナワイイエテミョーダヨネ。
EMOTION100_011	0	イタリア旅行で彼は、いくつか景勝の地として有名な都市、例えば、ナポリやフィレンツェを訪れた。	イタリアリョコーデカレワ、イクツカケーショーノチトシテユウメーナトシ、タトエバ、ナポリヤフィレンツェヲオトズレタ。
EMOTION100_012	0	ゼロという概念は、ヒンドゥー文化に由来している。	ゼロトユウガイネンワ、ヒンドゥーブンカニユライシテイル。
EMOTION100_013	0	そのいたずら娘は何食わぬ顔をした。	ソノイタズラムスメワナニクワヌカオヲシタ。
EMOTION100_014	0	スミスさん、ピエール・デュボワをご紹介しますわ。	スミスサン、ピエールデュボワヲゴショーカイシマスワ。
EMOTION100_014	1	私の親友なの。	ワタシノシンユウナノ。
EMOTION100_015	0	どーすんの、このお店。	ドースンノ、コノオミセ。
EMOTION100_015	1	完ッ全に閑古鳥が鳴いちゃってるじゃない。	カンッゼンニカンコドリガナイチャッテルジャナイ。
EMOTION100_016	0	頂上に着くと皆でヤッホーと叫んだ。	チョージョーニツクトミンナデヤッホートサケンダ。
EMOTION100_017	0	あっベルが鳴ってる。	アッベルガナッテル。
EMOTION100_018	0	彼女は彼にぴょこんとおじぎをした。	カノジョワカレニピョコントオジギヲシタ。
EMOTION100_019	0	男子生徒のめいめいが、帽子に学校のバッジをつけています。	ダンシセートノメーメーガ、ボーシニガッコーノバッジヲツケテイマス。
EMOTION100_020	0	ヒューズが飛んだ。	ヒューズガトンダ。
EMOTION100_021	0	私はポピュラー音楽を聞きたい。	ワタシワポピュラーオンガクヲキキタイ。
EMOTION100_022	0	猫はにゃーにゃーと鳴く。	ネコワニャーニャートナク。
EMOTION100_023	0	私の一番上の兄が父の名代としてその会合に出席した。	ワタシノイチバンウエノアニガチチノミョーダイトシテソノカイゴーニシュッセキシタ。
EMOTION100_024	0	彼は首相にインタビューした。	カレワシュショーニインタビューシタ。
